Folder,x_coordinates,Gamma_pv,Density,Temperature,Pressure,Mach,Speed,c,dens0,norm_density,norm_temperature,norm_pressure,norm_dens_grad,norm_p_grad,norm_T_grad,beta,alfa,mean_gamma_pv
BOS_12_11_2,0.058084089442885775,0.9628579538283858,10.595630671419253,461.2212853200448,233052.92788810888,1.7658789923124194,256.9839066745093,145.5274726033117,75.20055456459959,0.1438404050663206,0.9364263625950091,0.195856928168136,-9.240480374592897,-12.108791678363852,-1.7950157709017232,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.05823499998597194,0.9634485106799049,10.494800138116531,461.08917327910274,230916.482526744,1.7704332314803561,257.7710782665068,145.59774053211274,75.20055456459959,0.14247158567245113,0.9361581330013369,0.1940614663841206,-9.070402676159635,-11.897523839605078,-1.7774079145620056,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.058385910529058116,0.9640041097609009,10.399976145085134,460.9638748922105,228905.42597751322,1.774750888301335,258.51676759197557,145.6636924630078,75.20055456459959,0.14118430773774232,0.9359037372992932,0.19237138095299547,-8.530072905335292,-11.199253521737129,-1.6857384304716143,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.05853682107214428,0.964545029804279,10.30769313551194,460.84093290152464,226946.51173952036,1.7789857447464235,259.24759562422304,145.72775323794187,75.20055456459959,0.13993152478509063,0.9356541258333603,0.19072511575188927,-8.301493898517071,-10.908881297751737,-1.6540359661309103,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.05868773161523046,0.9650769627532496,10.216978100095092,460.7190999982792,225019.2035540593,1.7831808379504441,259.97101111509676,145.79060383685075,75.20055456459959,0.13870002777989943,0.9354067661687877,0.18910541217528826,-8.160443796746312,-10.732872226667979,-1.6391145344387779,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.058838642158316634,0.9656001351628626,10.1277910458385,460.5983554511691,223122.73935038102,1.7873369283975187,260.6871582160412,145.85227556942314,75.20055456459959,0.1374892737994361,0.9351616162144116,0.18751162978139535,-8.0229913411148,-10.561107006173595,-1.6244720174132856,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.0589895527014028,0.9661147658278044,10.040093361132636,460.47867913536805,221256.38196966852,1.7914547537610714,261.3961768091454,145.91279866843243,75.20055456459959,0.13629873867390588,0.9349186351104138,0.18594314906432075,-7.889012266362808,-10.39344690568815,-1.6101002556132047,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.059140463244488975,0.9666157042865986,9.954760945340714,460.36131246894877,219438.87619325446,1.7954916659235123,262.09074453105006,145.9715739734406,75.20055456459959,0.13514031312724104,0.9346803433315584,0.18441572307777745,-7.676239996057297,-10.121400104372269,-1.5790267133250047,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.05929137378757515,0.9670920369867919,9.873649586990789,460.24889776561207,217709.9191785422,1.7993569153821405,262.7552935339083,146.02733414793659,75.20055456459959,0.13403919031517436,0.9344521056176924,0.18296271318468194,-7.296526733972805,-9.628286158017259,-1.5124040322063759,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.059442284330661316,0.9675611189876807,9.793801380540396,460.1374075251327,216006.59833283446,1.803189089648048,263.413687347751,146.0821213149448,75.20055456459959,0.13295521535268115,0.9342257448583781,0.18153124784524954,-7.182897498913102,-9.485522417178611,-1.4999665012472647,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.05959319487374749,0.9680231173938834,9.715186869597972,460.0268260631256,214328.34720616273,1.8069887620232918,264.0660348268966,146.1359585497482,75.20055456459959,0.13188798835612764,0.9340012292093098,0.18012085101675548,-7.07191806966111,-9.345913145966444,-1.4877399847407928,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.05974410541683367,0.968478194089879,9.637777525551204,459.91713811029473,212674.6162599312,1.8107564902814066,264.7124419052076,146.1888682028521,75.20055456459959,0.13083712203689668,0.9337785276689449,0.17873106086873816,-6.963504986068998,-9.209364167642702,-1.4757188981677853,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.059895015959919834,0.9689265059480774,9.561545710331774,459.8083287972605,211044.87222078262,1.8144928172499515,265.3530117032079,146.2408719288167,75.20055456459959,0.12980224119590233,0.9335576100476984,0.17736142923998977,-6.857578137555683,-9.075784903685575,-1.4638978611336753,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.06004592650300601,0.9693682050266885,9.486464641015543,459.7003836401033,209438.5974650163,1.8181982713646623,265.9878446301118,146.29199071368197,75.20055456459959,0.12878298224302184,0.9333384469385928,0.17601152112122345,-6.754060597995802,-8.945088203648142,-1.4522716877409638,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.060196837046092175,0.9697892230632953,9.414923524627252,459.5967980482172,207907.01222758778,1.8217529523892648,266.5964298193117,146.34060533271827,75.20055456459959,0.12781177972763536,0.9331281351379137,0.17472438183252748,-6.435617389780166,-8.529154175537437,-1.3936190035379654,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.06034774758917835,0.9702000109382923,9.345144072186889,459.49506656620474,206412.16179315693,1.8252429394260827,267.19354086047747,146.3879328548407,75.20055456459959,0.1268644925848887,0.932921587771835,0.17346811435366966,-6.277143553885003,-8.32458391022047,-1.3686741950215913,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.06049865813226453,0.9706051261924207,9.276350982025594,459.3940896187384,204937.4961167056,1.8287059963897923,267.78565341672044,146.4345028371862,75.20055456459959,0.12593059574935098,0.9327165723516202,0.1722288100802498,-6.188413456337447,-8.212178208862253,-1.3585228442098676,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.06064956867535069,0.9710046871341925,9.208523436345937,459.2938557195795,203482.6103620398,1.8321425414176644,268.3728469958833,146.48033159484598,75.20055456459959,0.12500980661015107,0.9325130655565403,0.17100612878923752,-6.101556063410204,-8.102026975770503,-1.3485260268640449,9.107132999353238,12.561532827581704,0.8316923258036716
BOS_12_11_2,0.06080047921843687,0.9713988087373364,9.141641208923357,459.19435365412886,202047.11062058926,1.8355529825489825,268.95519919628015,146.52543497970262,75.20055456459959,0.12410185058728292,0.932311044617381,0.16979973944114213,-6.016518159037232,-7.994069356747802,-1.3386800884013752,9.107132999353238,12.561532827581704,0.8316923258036716
